time encoder potentiometer
2.51 -4032 116
2.52 -4064 114
2.53 -4096 108
2.54 -4128 114
2.55 -4160 111
2.56 -4192 113
2.57 -4224 114
2.58 -4256 113
2.59 -4288 108
2.6 -4320 107
2.61 -4352 107
2.62 -4384 109
2.63 -4416 113
2.64 -4448 113
2.65 -4480 110
2.66 -4512 107
2.67 -4544 105
2.68 -4576 104
2.69 -4608 110
2.7 -4640 106
2.71 -4672 112
2.72 -4704 113
2.73 -4736 109
2.74 -4768 104
2.75 -4800 113
2.76 -4832 106
2.77 -4864 112
2.78 -4896 107
2.79 -4928 109
2.8 -4960 102
2.81 -4992 112
2.82 -5024 105
2.83 -5056 110
2.84 -5088 108
2.85 -5120 111
2.86 -5152 106
2.87 -5184 104
2.88 -5216 110
2.89 -5248 107
2.9 -5280 104
2.91 -5312 107
2.92 -5344 110
2.93 -5376 102
2.94 -5408 107
2.95 -5440 106
2.96 -5472 102
2.97 -5504 104
2.98 -5536 101
2.99 -5568 103
3 -5600 105
3.01 -5664 109
3.02 -5728 100
3.03 -5792 106
3.04 -5856 101
3.05 -5920 106
3.06 -5984 99
3.07 -6048 101
3.08 -6112 100
3.09 -6176 105
3.1 -6240 106
3.11 -6304 99
3.12 -6368 104
3.13 -6432 103
3.14 -6496 105
3.15 -6560 105
3.16 -6624 98
3.17 -6688 97
3.18 -6752 100
3.19 -6816 95
3.2 -6880 101
3.21 -6944 94
3.22 -7008 99
3.23 -7072 99
3.24 -7136 94
3.25 -7200 103
3.26 -7264 99
3.27 -7328 100
3.28 -7392 99
3.29 -7456 101
3.3 -7520 92
3.31 -7584 100
3.32 -7648 99
3.33 -7712 99
3.34 -7776 95
3.35 -7840 97
3.36 -7904 99
3.37 -7968 97
3.38 -8032 90
3.39 -8096 90
3.4 -8160 90
3.41 -8224 96
3.42 -8288 95
3.43 -8352 98
3.44 -8416 91
3.45 -8480 97
3.46 -8544 90
3.47 -8608 88
3.48 -8672 91
3.49 -8736 95
3.5 -8800 88
3.51 -8864 86
3.52 -8928 93
3.53 -8992 89
3.54 -9056 85
3.55 -9120 93
3.56 -9184 87
3.57 -9248 87
3.58 -9312 86
3.59 -9376 93
3.6 -9440 87
3.61 -9504 89
3.62 -9568 88
3.63 -9632 85
3.64 -9696 88
3.65 -9760 89
3.66 -9824 92
3.67 -9888 84
3.68 -9952 83
3.69 -10016 86
3.7 -10080 90
3.71 -10144 81
3.72 -10208 90
3.73 -10272 85
3.74 -10336 87
3.75 -10400 80
3.76 -10464 89
3.77 -10528 88
3.78 -10592 83
3.79 -10656 88
3.8 -10720 80
3.81 -10784 86
3.82 -10848 80
3.83 -10912 81
3.84 -10976 79
3.85 -11040 78
3.86 -11104 86
3.87 -11168 82
3.88 -11232 84
3.89 -11296 80
3.9 -11360 77
3.91 -11424 84
3.92 -11488 80
3.93 -11552 84
3.94 -11616 76
3.95 -11680 83
3.96 -11744 81
3.97 -11808 78
3.98 -11872 76
3.99 -11936 78
4 -12000 77
4.01 -12008 79
4.02 -12016 74
4.03 -12024 82
4.04 -12032 74
4.05 -12040 77
4.06 -12048 78
4.07 -12056 81
4.08 -12064 75
4.09 -12072 80
4.1 -12080 82
4.11 -12088 77
4.12 -12096 78
4.13 -12104 82
4.14 -12112 76
4.15 -12120 74
4.16 -12128 74
4.17 -12136 78
4.18 -12144 80
4.19 -12152 77
4.2 -12160 76
4.21 -12168 73
4.22 -12176 75
4.23 -12184 78
4.24 -12192 82
4.25 -12200 79
4.26 -12208 80
4.27 -12216 72
4.28 -12224 73
4.29 -12232 78
4.3 -12240 73
4.31 -12248 78
4.32 -12256 76
4.33 -12264 75
4.34 -12272 79
4.35 -12280 76
4.36 -12288 80
4.37 -12296 80
4.38 -12304 77
4.39 -12312 77
4.4 -12320 81
4.41 -12328 73
4.42 -12336 77
4.43 -12344 79
4.44 -12352 80
4.45 -12360 72
4.46 -12368 78
4.47 -12376 77
4.48 -12384 79
4.49 -12392 80
4.5 -12400 77
4.51 -12408 80
4.52 -12416 75
4.53 -12424 80
4.54 -12432 75
4.55 -12440 78
4.56 -12448 76
4.57 -12456 72
4.58 -12464 79
4.59 -12472 80
4.6 -12480 72
4.61 -12488 77
4.62 -12496 78
4.63 -12504 76
4.64 -12512 79
4.65 -12520 78
4.66 -12528 73
4.67 -12536 71
4.68 -12544 80
4.69 -12552 73
4.7 -12560 74
4.71 -12568 72
4.72 -12576 76
4.73 -12584 79
4.74 -12592 76
4.75 -12600 73
4.76 -12608 72
4.77 -12616 80
4.78 -12624 77
4.79 -12632 76
4.8 -12640 75
4.81 -12648 77
4.82 -12656 78
4.83 -12664 77
4.84 -12672 78
4.85 -12680 78
4.86 -12688 71
4.87 -12696 77
4.88 -12704 77
4.89 -12712 76
4.9 -12720 77
4.91 -12728 75
4.92 -12736 80
4.93 -12744 80
4.94 -12752 76
4.95 -12760 75
4.96 -12768 73
4.97 -12776 78
4.98 -12784 70
4.99 -12792 71
5 -12800 77
5.01 -12792 70
5.02 -12784 71
5.03 -12776 71
5.04 -12768 70
5.05 -12760 78
5.06 -12752 78
5.07 -12744 73
5.08 -12736 77
5.09 -12728 71
5.1 -12720 71
5.11 -12712 72
5.12 -12704 75
5.13 -12696 74
5.14 -12688 73
5.15 -12680 73
5.16 -12672 71
5.17 -12664 73
5.18 -12656 75
5.19 -12648 74
5.2 -12640 80
5.21 -12632 71
5.22 -12624 77
5.23 -12616 73
5.24 -12608 80
5.25 -12600 79
5.26 -12592 78
5.27 -12584 73
5.28 -12576 76
5.29 -12568 77
5.3 -12560 72
5.31 -12552 78
5.32 -12544 76
5.33 -12536 74
5.34 -12528 71
5.35 -12520 78
5.36 -12512 80
5.37 -12504 81
5.38 -12496 72
5.39 -12488 74
5.4 -12480 72
5.41 -12472 73
5.42 -12464 77
5.43 -12456 81
5.44 -12448 74
5.45 -12440 76
5.46 -12432 76
5.47 -12424 75
5.48 -12416 76
5.49 -12408 76
5.5 -12400 78
5.51 -12392 78
5.52 -12384 74
5.53 -12376 80
5.54 -12368 73
5.55 -12360 72
5.56 -12352 75
5.57 -12344 75
5.58 -12336 77
5.59 -12328 77
5.6 -12320 72
5.61 -12312 82
5.62 -12304 79
5.63 -12296 79
5.64 -12288 72
5.65 -12280 76
5.66 -12272 79
5.67 -12264 77
5.68 -12256 81
5.69 -12248 77
5.7 -12240 76
5.71 -12232 74
5.72 -12224 74
5.73 -12216 82
5.74 -12208 82
5.75 -12200 78
5.76 -12192 77
5.77 -12184 73
5.78 -12176 74
5.79 -12168 73
5.8 -12160 79
5.81 -12152 79
5.82 -12144 78
5.83 -12136 80
5.84 -12128 76
5.85 -12120 82
5.86 -12112 74
5.87 -12104 75
5.88 -12096 75
5.89 -12088 76
5.9 -12080 74
5.91 -12072 79
5.92 -12064 76
5.93 -12056 74
5.94 -12048 74
5.95 -12040 74
5.96 -12032 78
5.97 -12024 81
5.98 -12016 74
5.99 -12008 73
6 -12000 75
6.01 -11968 74
6.02 -11936 77
6.03 -11904 83
6.04 -11872 82
6.05 -11840 75
6.06 -11808 80
6.07 -11776 77
6.08 -11744 75
6.09 -11712 78
6.1 -11680 77
6.11 -11648 79
6.12 -11616 82
6.13 -11584 85
6.14 -11552 77
6.15 -11520 78
6.16 -11488 75
6.17 -11456 82
6.18 -11424 80
6.19 -11392 77
6.2 -11360 84
6.21 -11328 77
6.22 -11296 76
6.23 -11264 85
6.24 -11232 82
6.25 -11200 82
6.26 -11168 79
6.27 -11136 77
6.28 -11104 81
6.29 -11072 79
6.3 -11040 83
6.31 -11008 82
6.32 -10976 86
6.33 -10944 80
6.34 -10912 82
6.35 -10880 80
6.36 -10848 78
6.37 -10816 78
6.38 -10784 88
6.39 -10752 83
6.4 -10720 81
6.41 -10688 83
6.42 -10656 86
6.43 -10624 84
6.44 -10592 79
6.45 -10560 85
6.46 -10528 86
6.47 -10496 87
6.48 -10464 87
6.49 -10432 82
6.5 -10400 83
6.51 -10368 89
6.52 -10336 81
6.53 -10304 80
6.54 -10272 85
6.55 -10240 83
6.56 -10208 81
6.57 -10176 83
6.58 -10144 89
6.59 -10112 88
6.6 -10080 87
6.61 -10048 91
6.62 -10016 85
6.63 -9984 89
6.64 -9952 87
6.65 -9920 91
6.66 -9888 88
6.67 -9856 88
6.68 -9824 89
6.69 -9792 87
6.7 -9760 86
6.71 -9728 92
6.72 -9696 91
6.73 -9664 92
6.74 -9632 85
6.75 -9600 87
6.76 -9568 89
6.77 -9536 90
6.78 -9504 92
6.79 -9472 90
6.8 -9440 91
6.81 -9408 90
6.82 -9376 85
6.83 -9344 90
6.84 -9312 94
6.85 -9280 89
6.86 -9248 86
6.87 -9216 87
6.88 -9184 93
6.89 -9152 85
6.9 -9120 85
6.91 -9088 94
6.92 -9056 91
6.93 -9024 88
6.94 -8992 95
6.95 -8960 92
6.96 -8928 93
6.97 -8896 88
6.98 -8864 91
6.99 -8832 90
7 -8800 87
7.01 -8736 88
7.02 -8672 92
7.03 -8608 91
7.04 -8544 94
7.05 -8480 92
7.06 -8416 89
7.07 -8352 92
7.08 -8288 93
7.09 -8224 94
7.1 -8160 91
7.11 -8096 94
7.12 -8032 100
7.13 -7968 96
7.14 -7904 97
7.15 -7840 95
7.16 -7776 100
7.17 -7712 98
7.18 -7648 91
7.19 -7584 98
7.2 -7520 93
7.21 -7456 94
7.22 -7392 95
7.23 -7328 95
7.24 -7264 94
7.25 -7200 97
7.26 -7136 95
7.27 -7072 96
7.28 -7008 96
7.29 -6944 101
7.3 -6880 103
7.31 -6816 100
7.32 -6752 97
7.33 -6688 103
7.34 -6624 103
7.35 -6560 103
7.36 -6496 97
7.37 -6432 105
7.38 -6368 103
7.39 -6304 102
7.4 -6240 106
7.41 -6176 107
7.42 -6112 101
7.43 -6048 104
7.44 -5984 105
7.45 -5920 106
7.46 -5856 105
7.47 -5792 105
7.48 -5728 103
7.49 -5664 103
7.5 -5600 101
7.51 -5536 102
7.52 -5472 105
7.53 -5408 107
7.54 -5344 108
7.55 -5280 102
7.56 -5216 104
7.57 -5152 105
7.58 -5088 102
7.59 -5024 103
7.6 -4960 104
7.61 -4896 109
7.62 -4832 112
7.63 -4768 113
7.64 -4704 107
7.65 -4640 105
7.66 -4576 109
7.67 -4512 111
7.68 -4448 106
7.69 -4384 114
7.7 -4320 105
7.71 -4256 106
7.72 -4192 114
7.73 -4128 114
7.74 -4064 112
7.75 -4000 108
7.76 -3936 114
7.77 -3872 115
7.78 -3808 112
7.79 -3744 112
7.8 -3680 108
7.81 -3616 114
7.82 -3552 109
7.83 -3488 113
7.84 -3424 114
7.85 -3360 110
7.86 -3296 117
7.87 -3232 119
7.88 -3168 113
7.89 -3104 112
7.9 -3040 113
7.91 -2976 118
7.92 -2912 119
7.93 -2848 117
7.94 -2784 117
7.95 -2720 119
7.96 -2656 116
7.97 -2592 121
7.98 -2528 114
7.99 -2464 119
8 -2400 117
8.01 -2272 121
8.02 -2144 116
8.03 -2016 124
8.04 -1888 123
8.05 -1760 121
8.06 -1632 124
8.07 -1504 119
8.08 -1376 122
8.09 -1248 118
8.1 -1120 121
8.11 -992 121
8.12 -864 121
8.13 -736 121
8.14 -608 125
8.15 -480 123
8.16 -352 123
8.17 -224 122
8.18 -96 124
8.19 32 129
8.2 160 127
8.21 288 126
8.22 416 133
8.23 544 134
8.24 672 126
8.25 800 132
8.26 928 127
8.27 1056 134
8.28 1184 135
8.29 1312 132
8.3 1440 134
8.31 1568 130
8.32 1696 138
8.33 1824 134
8.34 1952 140
8.35 2080 132
8.36 2208 134
8.37 2336 135
8.38 2464 142
8.39 2592 142
8.4 2720 140
8.41 2848 143
8.42 2976 139
8.43 3104 137
8.44 3232 143
8.45 3360 144
8.46 3488 143
8.47 3616 139
8.48 3744 147
8.49 3872 149
8.5 4000 146
8.51 4128 145
8.52 4256 144
8.53 4384 141
8.54 4512 144
8.55 4640 152
8.56 4768 147
8.57 4896 148
8.58 5024 148
8.59 5152 154
8.6 5280 153
8.61 5408 151
8.62 5536 152
8.63 5664 148
8.64 5792 156
8.65 5920 154
8.66 6048 158
8.67 6176 156
8.68 6304 158
8.69 6432 159
8.7 6560 159
8.71 6688 158
8.72 6816 156
8.73 6944 152
8.74 7072 155
8.75 7200 153
8.76 7328 161
8.77 7456 164
8.78 7584 163
8.79 7712 159
8.8 7840 162
8.81 7968 160
8.82 8096 164
8.83 8224 160
8.84 8352 168
8.85 8480 163
8.86 8608 159
8.87 8736 165
8.88 8864 168
8.89 8992 167
8.9 9120 164
8.91 9248 164
8.92 9376 170
8.93 9504 173
8.94 9632 163
8.95 9760 167
8.96 9888 168
8.97 10016 166
8.98 10144 169
8.99 10272 175
9 10400 176
9.01 10656 168
9.02 10912 173
9.03 11168 174
9.04 11424 172
9.05 11680 173
9.06 11936 175
9.07 12192 174
9.08 12448 180
9.09 12704 179
9.1 12960 178
9.11 13216 180
9.12 13472 189
9.13 13728 183
9.14 13984 182
9.15 14240 191
9.16 14496 190
9.17 14752 190
9.18 15008 189
9.19 15264 192
9.2 15520 190
9.21 15776 192
9.22 16032 195
9.23 16288 199
9.24 16544 192
9.25 16800 200
9.26 17056 204
9.27 17312 195
9.28 17568 202
9.29 17824 206
9.3 18080 207
9.31 18336 206
9.32 18592 202
9.33 18848 203
9.34 19104 204
9.35 19360 206
9.36 19616 207
9.37 19872 208
9.38 20128 207
9.39 20384 215
9.4 20640 210
9.41 20896 215
9.42 21152 220
9.43 21408 214
9.44 21664 215
9.45 21920 215
9.46 22176 219
9.47 22432 217
9.48 22688 222
9.49 22944 227
9.5 23200 222
9.51 23232 225
9.52 23264 226
9.53 23296 227
9.54 23328 225
9.55 23360 227
9.56 23392 226
9.57 23424 222
9.58 23456 225
9.59 23488 230
9.6 23520 222
9.61 23552 223
9.62 23584 228
9.63 23616 226
9.64 23648 223
9.65 23680 227
9.66 23712 224
9.67 23744 227
9.68 23776 223
9.69 23808 227
9.7 23840 232
9.71 23872 224
9.72 23904 228
9.73 23936 231
9.74 23968 232
9.75 24000 229
9.76 24032 226
9.77 24064 229
9.78 24096 231
9.79 24128 227
9.8 24160 226
9.81 24192 226
9.82 24224 226
9.83 24256 230
9.84 24288 232
9.85 24320 230
9.86 24352 230
9.87 24384 226
9.88 24416 231
9.89 24448 232
9.9 24480 227
9.91 24512 231
9.92 24544 230
9.93 24576 235
9.94 24608 230
9.95 24640 232
9.96 24672 227
9.97 24704 234
9.98 24736 229
9.99 24768 228
10 24800 227
